Part_ID,Defective,Defect_Type,Downtime_Minutes,Machine_Age_Yrs,Vibration_Level,Temperature_C,Plant
29,0,Surface,29.63621653417218,6.164566573357159,1.580183111292587,54.07423288955554,Plant4
30,0,Surface,13.643607056447902,4.276440000820148,8.576676706925491,74.84889061086503,Plant1
31,0,Dimensional,184.7027168425884,10.211322469025172,0.35502589881292135,71.17722665533358,Plant2
32,0,Other,14.32133478965239,3.175897670874555,1.3283193646708948,79.7259549738602,Plant1
33,0,Leak,154.5818042565574,14.627584776118715,8.592811710319292,66.8703175038726,Plant1
34,0,Leak,58.46455505225387,10.22116443735778,5.0332308093408935,73.19148792846603,Plant2
35,1,Surface,9.145198100797263,14.816641771982825,2.7481701858239145,65.42754156442415,Plant4
36,0,Dimensional,201.02449406024024,6.405614505222268,6.365407262178623,59.10346209729611,Plant2
37,0,Leak,103.99456315760338,14.625667095475173,6.546106612091956,75.65754931805672,Plant2
38,0,Dimensional,32.26504591060957,3.8923092204721064,2.334628709704511,52.695160290746,Plant3
39,0,Surface,270.0915713466554,2.5290320405113698,3.934309247060851,64.6369277932753,Plant3
40,0,Dimensional,5.557735298111444,2.4287927859098333,6.752491727411441,59.314344278209674,Plant1
41,0,Crack,27.05047826266364,8.043314817789952,3.366188507259018,73.42094066957921,Plant1
42,0,Dimensional,167.3418930895322,3.079054567221732,5.564327477227665,55.53319355005679,Plant3
43,0,Dimensional,148.2877902573676,8.658182494178822,7.849624372732546,60.911674073750106,Plant2
44,0,Surface,40.97580614597943,6.257506545615707,0.21503033691776352,65.43913502042496,Plant2
45,0,Weld,7.683821987211497,6.363176902163502,4.317503361342475,79.87723052015139,Plant2
46,0,Surface,234.2973812375701,10.262916955087206,5.523271997134978,59.67483692836851,Plant4
47,0,Dimensional,45.1724385038074,4.120274079971063,1.4159012281131838,60.991079250706655,Plant3
48,0,Dimensional,26.135954906623112,11.965193814416503,3.9407772194950637,51.517983072969464,Plant4
49,0,Weld,87.09577350896764,9.566401957122252,7.088997288283627,55.17005236242434,Plant2
50,0,Other,289.25678842631896,13.894280175017641,3.591369702512221,69.12981252415338,Plant4
51,1,Weld,5.342782489479432,6.742928498977804,2.0313471282284823,65.32068509198702,Plant1
52,0,Surface,174.19167399231313,14.775294896872632,7.261663646324521,65.48103148200128,Plant3
53,0,Crack,101.96860414336712,9.485759407282302,5.889003387060864,82.41214931542984,Plant2
54,0,Surface,66.49999387736247,14.65422543043794,4.862287416990759,48.27722086829366,Plant1
55,0,Surface,163.5470542404073,2.351788502612499,4.803216345783956,88.17821643489677,Plant4
56,0,Surface,405.1492866013034,11.463692191361044,7.056564942209883,76.78274680554766,Plant1
57,0,Surface,31.240128065690584,12.616079815805572,5.589056650018459,61.74206999125791,Plant2
58,0,Weld,18.60876371757681,2.6912527267943385,6.291224292537084,68.91232786851178,Plant3
59,0,Surface,292.85865995498244,9.526605632211194,3.61486721038583,58.17154915753285,Plant3
60,0,Dimensional,132.65941844452118,12.425249816662829,1.1652899823865104,68.19233209442547,Plant2
61,0,Dimensional,69.14742680786695,9.293503427899946,6.24382740041691,86.49843398572435,Plant3
62,0,Dimensional,102.18952121830819,2.829576675271066,7.201855843332364,58.53711791747969,Plant1
63,0,Surface,164.26825292659956,11.01481413167805,4.550876064655032,62.679943917816495,Plant2
64,0,Dimensional,177.9534953169218,2.787759890753012,6.775513167587027,57.43233779402121,Plant4
65,0,Dimensional,302.92881343138527,12.627095635213701,4.329574413646165,59.038863883784025,Plant3
66,0,Surface,66.79142819633597,2.559444382987027,4.818601677363056,60.973059686643836,Plant4
67,0,Surface,41.676718120752355,3.7861659531348204,8.504857576774546,54.05114411326042,Plant3
68,0,Weld,122.48629078506201,5.576398676802491,4.416959892587139,62.36387933186195,Plant3
69,0,Surface,64.4866174526951,10.2337422993904,4.298861214893211,65.5423239584938,Plant2
70,1,Leak,108.34526775937675,14.692668295206978,1.2600409535853716,60.96850094694795,Plant2
71,0,Crack,65.36432283847914,3.5316970840591475,6.380146319961984,42.0090465078451,Plant1
72,0,Weld,19.925953192382597,3.8551996997809397,3.580317269091386,63.45682292629438,Plant4
73,0,Surface,76.05567075612467,6.795315157112745,5.294450022025385,64.52728377955509,Plant4
74,0,Dimensional,140.89777068378052,12.870848790819162,4.369921825134564,83.9754169494349,Plant2
75,0,Other,192.70360165799843,8.074002385760584,4.108414569016114,65.26818720180438,Plant2
76,0,Dimensional,81.58656318380078,6.180937803325682,4.764541020276713,74.35586072532661,Plant4
77,0,Dimensional,21.673019181375157,9.295649818715196,4.9182953208811835,60.74300291643926,Plant4
78,0,Surface,64.27316934330634,5.38680156679475,7.35215811927045,77.98174338654,Plant3
79,0,Dimensional,185.17844488023115,7.2150787942177725,8.040423713385158,55.554568526660425,Plant3
80,0,Other,63.898889337091006,6.323866940016544,6.301430204883175,70.04989201118751,Plant2
81,0,Surface,143.09701623102876,12.453833291390398,7.543111826941713,73.4036538108164,Plant4
82,0,Surface,84.92155563524456,14.015324443694011,6.70829494149343,71.9360612550116,Plant3
83,0,Surface,33.125702073724106,11.874438498039854,5.98922820387164,86.64149810180506,Plant3
84,0,Surface,190.84480102339498,7.708086488389785,7.910285870586889,59.156353416401515,Plant4
85,0,Dimensional,10.556636390976738,8.556354707456629,2.383050738149353,79.13783310281326,Plant4
86,0,Surface,89.30514215361002,3.625958021082664,3.631075597501527,76.5564512272555,Plant2
87,0,Weld,28.118347648864884,11.709241244748991,3.358196946287814,65.49466408014038,Plant4
88,0,Surface,8.330450643015853,9.754183832135574,4.397224166721083,83.3926104012489,Plant2
89,0,Weld,83.8838806014351,13.731719949786674,6.371800716168589,63.53441846032132,Plant3
90,0,Dimensional,83.07262507451466,4.607944866476991,2.7697930956265036,65.22316556559238,Plant1
91,0,Dimensional,147.2693409133938,11.876439585123958,6.005598393622211,64.94516361950743,Plant1
92,0,Dimensional,163.86174445556472,10.900731602349467,3.8258781631915246,52.26814308894399,Plant4
93,0,Dimensional,156.1424304809991,5.455991939526778,4.305871893626113,72.61514034261711,Plant2
94,0,Weld,63.22621335807948,10.675922314030727,5.400831326867713,71.05398141825609,Plant1
95,0,Weld,119.85956717032897,14.016853947496443,8.362496278122999,63.95320680192144,Plant3
96,0,Dimensional,103.23043899594131,13.939667839672545,3.5753058954917454,82.62534547467354,Plant3
97,0,Surface,65.69081882323374,11.355145468709837,4.839813213013128,60.62779942604818,Plant2
98,0,Weld,109.12159601943478,2.624950462942781,2.843549548805889,47.70202585388925,Plant1
99,0,Dimensional,353.0581506506486,13.339436385162099,3.5561045673105562,84.0220597140154,Plant3
100,0,Dimensional,25.715994129486056,10.551121891059019,2.8253171301510505,75.11109307202983,Plant3
101,0,Other,283.4446701817956,6.035645291375547,5.489570175933143,71.26041662451584,Plant4
102,0,Surface,6.592477066948466,4.434254702174091,5.850617538977557,61.60554633085144,Plant1
103,0,Other,44.24783135837465,3.5106502189651225,6.374098693447654,68.42091601070334,Plant4
104,0,Dimensional,40.785766708806584,2.653079690350893,3.4927005781873177,52.39621706354755,Plant3
105,0,Weld,118.13714191984444,11.803342223359834,6.015886157090051,62.74857015677321,Plant3
106,0,Dimensional,16.880526003865324,5.065958986262579,5.226200156496036,55.963024568122194,Plant1
107,0,Dimensional,256.80250381921957,2.315288168562316,4.884495005497344,67.61881263714355,Plant1
108,0,Surface,211.61661781513774,7.1645184739458605,2.51715434498458,74.23468458505721,Plant2
109,0,Dimensional,126.68903449475832,8.273892047700407,5.30650699863623,54.52374813825028,Plant1
110,0,Dimensional,73.59037157637462,4.19999300170165,5.3699132398223295,72.24912680768419,Plant2
111,0,Dimensional,324.2888144748928,2.572628370113147,5.2034568890844675,66.99748260387656,Plant4
112,0,Dimensional,213.16296134888324,4.458631280274895,5.800101514554418,71.8385238162556,Plant1
113,0,Weld,83.01340966932639,10.828335903875466,6.389191318138861,62.57775234638778,Plant4
114,0,Surface,145.22842772455866,3.069167804265683,2.8039533820845612,72.04015402666775,Plant4
115,0,Dimensional,100.422694896774,9.21548139724092,4.5666078271432955,58.041934353520574,Plant2
116,0,Dimensional,106.39100896472488,3.9033558428061665,6.031535203128487,48.17747903477209,Plant3
117,0,Dimensional,48.23225386165592,4.543959256545452,4.463210358249995,50.460679946646536,Plant2
118,0,Surface,74.40647866244765,7.1100124824670825,6.91884711412369,59.9723367882924,Plant2
119,0,Dimensional,9.761012133089539,3.3107293686985075,5.18035699338513,48.8747651222712,Plant4
120,0,Weld,53.058358870039505,4.251645536168767,1.090154717752898,80.50372565053956,Plant3
121,0,Dimensional,142.81963708965554,6.536381348867604,6.678857838395388,64.17168837250586,Plant1
122,0,Dimensional,367.46576003034625,6.285697071478769,4.7657935462893395,74.19272580733093,Plant1
123,0,Leak,395.828597605446,11.740529313784513,1.4605783337494271,72.87068355509244,Plant4
124,0,Weld,97.35680911494084,2.972169966643517,4.495420279426405,65.0641714175698,Plant2
125,0,Dimensional,111.9581924924688,13.185859563662465,2.4632712427707735,100.36531654873366,Plant1
126,0,Weld,24.654293720753913,12.611018219612912,6.506262571188306,94.27645235868832,Plant2
127,0,Surface,142.61450441179198,11.9578913159952,4.928318039707669,78.9189247873682,Plant3
128,0,Weld,8.793518768845988,6.0218407120207225,3.152509270396468,55.9481139420822,Plant1
129,0,Surface,40.2039879124233,12.697463212030238,6.6216961139257196,79.32966862601229,Plant1
130,0,Surface,132.4458394697375,4.37642704376065,5.917051331992497,47.51467558544888,Plant1
131,0,Other,44.58158981232132,3.617319676115367,4.528470525949284,78.96746418015134,Plant4
132,0,Dimensional,6.13585466805603,2.584432335363336,2.5088051209272786,39.4387821858234,Plant3
133,0,Surface,213.9624268827753,14.211034719072487,3.3150524129268133,61.81043463862886,Plant2
134,0,Surface,44.58504804101985,6.004141670168558,3.2850841805879223,77.09124234862324,Plant2
135,0,Dimensional,7.822116335070723,13.929032442312776,6.492994406528777,68.85199978184198,Plant3
136,0,Dimensional,9.327906760866469,5.543976299751286,1.638205428711546,50.214249974988974,Plant2
137,0,Dimensional,34.80358697698055,13.798357471372544,4.905530366873834,66.70298682935095,Plant4
138,0,Surface,23.52411415523462,13.751077686999148,4.499431218455827,68.85623913307464,Plant2
139,0,Surface,178.62589404031274,14.007788585139267,7.071078035550833,67.04785446784871,Plant4
140,1,Surface,46.57705100687454,8.449994710694519,5.46547311535064,60.92719944038688,Plant4
141,0,Dimensional,195.98362312261045,13.257301728385595,6.070420570287338,73.55081449418037,Plant3
142,0,Surface,22.9168895431415,14.359956650175162,3.949279992539963,76.44911587325964,Plant4
143,0,Crack,81.48071989610621,6.220020244663333,2.538003624989477,63.458099319874904,Plant1
144,0,Dimensional,139.78453392651895,7.445367273873216,4.349048048247015,80.19654833974771,Plant4
145,0,Surface,126.663182107003,11.350122435364673,6.5543247718528646,63.43739272233419,Plant2
146,0,Weld,110.29419004383537,5.9046776824029115,6.5497812623035365,60.101856447266236,Plant3
147,0,Weld,310.54696188195874,11.799521015864567,4.138824857768607,78.5691002742287,Plant2
148,0,Surface,31.13414442853871,2.960597887775941,3.2785123907028844,78.20423022977228,Plant1
149,0,Leak,81.67965980632346,8.805478995751049,2.886641750185627,58.79891199301804,Plant4
150,0,Dimensional,258.49210397091554,3.5900752930886877,4.7267467945468775,57.34749104360733,Plant1
151,0,Leak,9.73138084389918,5.813205193676794,5.273102343438666,82.64384900142629,Plant4
152,0,Dimensional,6.90129119270562,5.3621301023241354,7.946383025951517,63.97338038575186,Plant1
153,0,Dimensional,31.879520647644032,12.906116956314658,5.246661515237749,65.03285734416085,Plant1
154,0,Dimensional,120.2941501804592,4.515724320280567,6.2275319876142765,62.477525626520645,Plant1
155,1,Weld,36.11309268636438,12.509822962068545,3.4390640241915627,78.21610837244019,Plant1
156,0,Surface,25.322067363352463,12.321484496802986,5.083402009858248,86.44171497522454,Plant1
157,0,Dimensional,73.67647930657199,8.485479722243989,5.280156911073731,65.69986629296088,Plant1
158,0,Dimensional,114.10526143769935,5.039962322749685,4.718938944311244,89.17722056751151,Plant4
159,0,Crack,34.29130342179699,4.949652419430896,4.956362406260148,59.45492450781487,Plant2
160,0,Weld,42.91954096248974,8.044020412506022,5.252436935240212,62.17197963571051,Plant3
161,0,Surface,114.09322360543547,2.114517096115712,5.962073626188631,71.73087593520177,Plant3
162,0,Surface,349.67266677396253,8.90755980994776,7.338236086827523,56.83009270216662,Plant2
163,0,Surface,134.77628729295594,14.38613383497172,0.46890441672058003,71.60212319449295,Plant4
164,0,Dimensional,183.2899546013201,4.011189464213754,7.227475028277375,59.81505320030239,Plant4
165,0,Crack,54.8381872255498,9.453493079182845,1.5783837673640462,49.55874419998112,Plant3
166,0,Dimensional,38.13644239162838,14.50312295237794,5.617525642073504,47.574969782095025,Plant3
167,0,Surface,72.67521548099498,13.186787813390803,9.711257938176946,61.762096756186615,Plant1
168,0,Dimensional,197.4904270420905,13.054941512957424,4.9149194231484366,69.17611695831195,Plant2
169,0,Surface,73.12283951926885,12.684049095150458,5.3600382788292835,51.38810254641549,Plant1
170,0,Surface,225.06291028468894,6.017306878730413,4.379480572159064,66.78591422495676,Plant1
171,0,Surface,538.7211481359585,13.57801880646856,6.334524694529874,66.81421720061284,Plant1
172,0,Dimensional,8.970273747838911,14.237424566031224,5.724417105279484,63.32357934243871,Plant2
173,0,Surface,5.576821627887021,8.445301502887512,3.647905510441858,55.73753018190997,Plant2
174,0,Dimensional,19.44436122075118,6.609423614372964,4.771293889630358,67.40236924150314,Plant2
175,0,Dimensional,58.21303422478032,7.384977202876129,2.7631269924455744,63.5766416164892,Plant1
176,0,Dimensional,16.85528723826148,6.344683743806453,4.7621171575353705,74.81743341231498,Plant4
177,0,Weld,245.44143630504416,4.761439746319021,4.161255626166526,52.07193479934995,Plant2
178,0,Surface,2.810199856010887,10.039830113287563,5.273081903181433,66.13964933313363,Plant1
179,0,Surface,45.53932331714188,9.313759521189198,3.5801722057161216,52.28156916688515,Plant4
180,0,Weld,24.503105781842862,8.013605923510582,4.571136619827601,62.62926009701243,Plant3
181,0,Surface,321.77950337907237,3.2459900269028132,5.017545550376289,54.049200116313365,Plant1
182,0,Surface,132.8509376981098,12.359608541177998,5.156835395913315,55.82720766855874,Plant3
183,0,Dimensional,291.6914816322948,4.274136315760259,5.548567431411684,64.96153850561392,Plant3
184,0,Dimensional,430.4831851917763,3.4893065641486256,4.651664669438027,59.343737003532205,Plant2
185,0,Surface,82.48325321050959,10.099928141278317,3.426612682136607,79.6669483353411,Plant1
186,0,Surface,32.03877434164223,7.182376696090401,5.164146545299156,76.79164796432357,Plant2
187,0,Weld,25.840211942897824,2.777510179580283,4.642284348808475,73.04752277653816,Plant4
188,0,Leak,30.26526107419968,6.622388614493756,7.04929128421442,72.84955460894955,Plant2
189,0,Dimensional,147.96425030292116,12.033144579704516,7.301483001820719,66.30263904464321,Plant3
190,0,Dimensional,4.954368296287293,9.998239667822268,2.255839129125957,78.04796026936452,Plant3
191,0,Surface,6.327243618136598,6.716218298830959,6.234309096835502,62.05957215826681,Plant1
192,0,Dimensional,112.42297855546464,4.493462291249645,6.635488322179816,86.19371936477937,Plant4
193,0,Dimensional,123.28583196977067,10.213343070462052,2.3083374082717207,55.57808513523795,Plant3
194,0,Leak,131.32918848430066,13.538218912302618,6.158945637825428,53.711744071422984,Plant1
195,0,Dimensional,55.802982155666605,10.40154533420688,6.791909835532602,51.050258320559024,Plant1
196,0,Crack,196.7535697762229,12.567750110452915,3.1007067242428192,52.79133360760132,Plant2
197,0,Weld,91.53172361348956,8.779861901206823,4.527316753757923,48.706441678037194,Plant3
198,0,Weld,13.374234369800806,11.333624387633375,5.372639871640443,67.14096525379225,Plant2
199,0,Dimensional,191.4046340415011,13.65094805911858,6.140916120198556,73.53821885868888,Plant3
200,0,Dimensional,367.0861175286322,12.051326717362517,3.023121179104793,65.34137411111115,Plant3
201,0,Surface,7.429684238142141,13.828101394175894,7.314013395631225,51.14709091221869,Plant4
202,0,Dimensional,59.581690630526374,7.604814827508778,0.9413037398687942,60.30320517281237,Plant2
203,0,Dimensional,80.21830505451331,13.754863316651736,7.647491097850999,73.41485950284111,Plant1
204,0,Dimensional,19.005057419090427,10.080374048262199,6.100534935579836,61.58071221636342,Plant2
205,0,Dimensional,242.7301011206455,13.310633959062018,3.7564569777143917,57.016186366154514,Plant4
206,0,Dimensional,40.11409621300478,2.51189489569186,6.72881168541416,49.86215669732502,Plant3
207,0,Weld,183.34767369237858,10.55208096487597,2.9044019127957403,60.772562595860656,Plant2
208,0,Dimensional,133.40169076884067,13.023676025412684,5.229872108787751,57.974373790456745,Plant2
209,0,Dimensional,109.37006197157008,4.2646264373615965,5.47700974761719,64.13626845155585,Plant4
210,0,Surface,25.60440348384433,10.603230135044,5.4722696279180285,69.7637940267984,Plant3
211,0,Other,29.923645886864122,12.72441128481621,3.3205648857693078,62.17528687653994,Plant3
212,0,Dimensional,5.820723542808209,5.743341805224282,4.007845655284846,66.84807196385667,Plant1
213,0,Dimensional,33.04496315415452,7.268202262783096,5.253489732301631,69.72005149507936,Plant3
214,0,Surface,50.85570469767302,9.403730340489851,3.5465125140668428,52.701910485337415,Plant3
215,0,Crack,214.8758313979014,8.749179955499308,5.542905588553216,83.86041297114943,Plant3
216,0,Weld,54.75910374609618,2.5094621094827634,3.771748063546843,57.585723924827576,Plant3
217,0,Surface,168.59454179653636,3.2827372751103745,7.000000052154487,70.16556249705847,Plant3
218,0,Dimensional,69.45876775204914,3.306065530956697,8.125369901141871,53.64015733119773,Plant1
219,0,Surface,184.3805923204168,5.409482771489275,4.405071650685482,66.1014261367499,Plant3
220,0,Dimensional,448.9299185311493,5.19623346643184,6.84051752194021,66.46731954572776,Plant2
221,0,Surface,32.907406942786274,11.648890989228395,4.575390916846801,81.59099315371115,Plant2
222,0,Weld,237.95761341938822,9.445677018209878,3.127137606517313,62.67380995041474,Plant3
223,0,Other,116.68749737698195,11.931689100388136,4.148564518889676,77.9946954919436,Plant2
224,0,Dimensional,203.98540885948003,2.9086487463413118,5.171139481512426,67.90458269397278,Plant1
225,0,Dimensional,126.52362847300041,8.307785087130808,1.4260846711458566,83.52107018212745,Plant2
226,0,Surface,66.18719533750405,6.209082530448503,6.251313522890992,47.19900699719687,Plant1
227,1,Weld,31.064136658191018,13.049211039824703,5.172041697872728,69.8216918234397,Plant1
228,0,Weld,8.713028430282383,11.201259039828743,7.001087914938309,38.271051871552686,Plant4
229,0,Dimensional,92.01999089826245,13.300360120748351,6.2162751075427165,64.41930530075945,Plant2
230,0,Dimensional,556.5987811029237,2.6035525912787807,5.239896634327777,75.20992470381469,Plant2
231,0,Surface,160.7484418890234,11.370705364365806,4.288330129301074,79.45616878700554,Plant3
232,0,Dimensional,47.58282187932851,9.020108578074513,8.045723443405976,72.38624553603253,Plant3
233,0,Leak,210.6777841533268,12.725000377202356,9.339745373672066,62.094377904482386,Plant4
234,0,Surface,175.83219690640033,8.593087682035673,4.321701189880377,70.45128837591436,Plant3
235,0,Weld,39.69343043347894,9.022718012724816,7.084586947405102,90.16375856317622,Plant2
236,0,Surface,1.729299455005423,2.672975952246847,3.5865006820693948,65.75378690592734,Plant1
237,0,Weld,15.089716489130895,10.690797245467568,3.8246280926218796,74.61036435624094,Plant4
238,0,Dimensional,251.7676055194765,5.550818382865651,4.227510097003003,60.70647710484965,Plant1
239,0,Weld,217.35934800194318,2.2560209883246665,6.369365375212699,75.70427803705897,Plant3
240,0,Dimensional,41.982477032159444,2.8636831125783906,2.850173411321884,74.06055958345189,Plant1
241,0,Surface,40.28953165470142,14.444712916558334,8.099928454008468,58.894863333246555,Plant4
242,0,Dimensional,188.92613545325045,6.499004764538011,6.875744514746059,72.7730612160359,Plant2
243,0,Surface,333.1674572486718,13.284983172075066,6.323030410857761,73.24783892288339,Plant2
244,0,Dimensional,181.2256610269827,14.475804042900327,4.412370667994622,72.39942716268342,Plant4
245,0,Dimensional,111.6402712069743,14.262473454885196,6.658975179713483,64.58854058226987,Plant1
246,0,Other,33.354956669438856,13.462428129092462,-0.8347257226061293,77.29092257804729,Plant4
247,0,Dimensional,89.52195262242802,13.632970861996911,5.881802726984998,55.65074693783346,Plant2
248,1,Weld,31.912326226028785,5.757104576432369,5.320244135325491,65.09748046881404,Plant1
249,0,Other,198.03832660728446,3.969108573384658,1.2275688695642106,66.11402508616729,Plant3
250,0,Dimensional,58.71922238963852,10.310413307143007,5.812505965464338,76.71372942426201,Plant2
251,0,Surface,215.27341896849154,8.34537269429471,6.181783451752146,55.33524773147997,Plant4
252,0,Dimensional,57.6761625601994,3.2837073430372237,1.292534510331643,67.41095142908435,Plant2
253,0,Dimensional,208.57446451668505,10.808037108291341,2.6264571646958386,60.07666955941443,Plant3
254,0,Surface,48.6530197352326,9.317180097302053,9.128778303701903,66.0945266806555,Plant1
255,0,Crack,69.60665950403069,13.219876210535709,4.627292907795067,68.92293351111017,Plant4
256,0,Dimensional,114.69376460943417,9.919389343949183,6.951252118996774,52.215736593218125,Plant2
257,0,Surface,8.745600367688963,9.461300336382799,7.253603848579351,77.64060459872789,Plant2
258,0,Surface,355.260176099297,7.729772403324163,5.787873627990535,69.27831342999019,Plant4
259,0,Leak,102.2869171117564,8.016231908555314,7.034482702378558,56.41403980669011,Plant1
260,0,Dimensional,85.06929667054297,14.40695595072851,0.7742232836705636,61.58820797166572,Plant3
261,0,Surface,219.45611261369987,3.799798122203111,4.538941176638685,79.94196473161176,Plant4
262,1,Surface,240.97756468941856,7.800844641568433,-1.161197454347855,69.15850936273155,Plant2
263,0,Surface,88.64273691435272,10.525754041048957,1.507812670865504,55.351202564829755,Plant3
264,0,Crack,314.50749768018323,7.629138392675195,3.907971006030105,57.16494906168911,Plant1
265,0,Weld,8.031398991219,5.68180315152985,3.6692311220076377,71.24791982464613,Plant4
266,0,Dimensional,14.419786355334063,5.735645819917113,5.082820578284959,72.44795441131278,Plant1
267,0,Surface,108.99520454623196,5.037528601350305,4.958698976794021,68.62865436304784,Plant3
268,0,Dimensional,52.446928036555406,6.470741607580165,5.2674848599624635,62.08536769853715,Plant1
269,0,Dimensional,74.88495508153551,13.33177208258637,5.349419297261358,73.09683520961693,Plant3
270,0,Surface,47.713779502004556,8.567919154198936,5.665845449205942,61.88109051536305,Plant2
271,0,Dimensional,62.24787822387345,5.123103465011639,3.0819106451760767,56.45308608055093,Plant3
272,0,Surface,207.55314013336212,6.998847321344921,3.550415361272397,80.86614559730617,Plant4
273,0,Other,108.01353633171531,3.375795357021384,4.926243881410494,69.88796144230723,Plant3
274,0,Dimensional,711.7369052762176,13.752464616603593,4.957314098654153,57.15209088256787,Plant3
275,0,Crack,185.50753531907785,7.306571817188616,2.8361452694074027,66.34255236678173,Plant2
276,0,Surface,38.36947976345438,14.745085659709984,7.1631187620261025,65.27294443000278,Plant1
277,0,Surface,36.83930162167962,6.51800405241275,6.449601355101652,61.5008250665298,Plant2
278,0,Weld,49.118392030282514,12.872628613952575,3.2805666292737428,67.3354987742898,Plant4
279,0,Dimensional,222.3796300679379,5.333009072788892,4.5832679741666285,55.714723390424936,Plant3
280,0,Surface,3.3200247886197127,2.989987613908829,9.019079301594232,73.7364013256826,Plant2
281,0,Surface,31.392026274869806,2.412533701759409,5.321154075668563,64.93838827096346,Plant4
282,0,Dimensional,282.3624027196532,9.880189546382187,5.791371910400131,48.90545676871886,Plant1
283,0,Crack,122.56363336280522,6.050457731756662,3.7821288977377407,62.7184779408058,Plant2
284,0,Weld,30.87341320314667,7.765758446185768,4.3737757829433175,58.84133522154544,Plant3
285,0,Dimensional,29.683891812892675,12.642411462810339,8.022651971566805,35.095936954311796,Plant2
286,0,Dimensional,238.1988783416449,5.225405114032428,5.2265888545850725,63.441857856170145,Plant2
287,0,Surface,269.04373677737857,6.012482197553872,4.858143562254237,75.36777844744502,Plant3
288,0,Dimensional,35.50685486440541,12.989370405762674,5.015282171872931,63.921850130312166,Plant4
289,0,Surface,65.47289886281725,8.405909553465552,10.090765576830368,72.08144055123981,Plant3
290,0,Dimensional,215.92352792251882,12.759647171682339,5.07961500629577,65.08495017376673,Plant1
291,0,Surface,176.88789107616984,6.868188045062113,3.3398466015727974,60.436292092079626,Plant2
292,0,Dimensional,201.78692003875182,7.178809750752411,3.6892981967695233,57.683985208232144,Plant4
293,0,Dimensional,87.67651539900983,4.172798703117332,6.561512004776208,52.17205245613256,Plant1
294,0,Surface,291.03685184897313,13.912496096734563,2.1430377467064465,74.25765426196142,Plant3
295,0,Surface,47.33439328936172,13.658188022163923,5.901165962928459,72.30748709259149,Plant4
296,0,Other,20.44793632388731,14.794821189342056,3.5523649447011145,62.21708309532505,Plant4
297,0,Leak,148.02151382646235,7.23181265320625,1.2824608870959846,44.75734586793159,Plant3
298,0,Dimensional,93.01515959304494,12.641994242862348,3.03985556617281,69.72083953041539,Plant4
299,0,Dimensional,231.38026110406858,7.394398511737542,5.055067619357319,55.95222920125117,Plant1
300,0,Weld,10.15709482443227,7.905884255972646,7.790334786985634,66.43882373495315,Plant4
